"","country","country_group","age_pr","household_income","trust_president","satisfaction_economy"
"605","Albania","EU-candidate",37,90000,4,4
"606","Albania","EU-candidate",36,NA,4,4
"607","Albania","EU-candidate",30,100000,4,4
"608","Albania","EU-candidate",72,250000,5,5
"609","Albania","EU-candidate",37,90000,4,4
"610","Albania","EU-candidate",55,64000,4,4
"611","Albania","EU-candidate",29,100000,4,5
"612","Albania","EU-candidate",52,NA,4,4
"613","Albania","EU-candidate",40,150000,4,5
"614","Albania","EU-candidate",30,85000,4,4
"615","Albania","EU-candidate",31,120000,4,4
"616","Albania","EU-candidate",40,90000,4,3
"617","Albania","EU-candidate",34,90000,3,4
"618","Albania","EU-candidate",45,120000,4,4
"619","Albania","EU-candidate",32,60000,4,3
"620","Albania","EU-candidate",35,130000,3,4
"621","Albania","EU-candidate",29,85000,4,4
"622","Albania","EU-candidate",50,80000,4,4
"623","Albania","EU-candidate",54,85000,4,4
"624","Albania","EU-candidate",67,95000,4,4
"625","Albania","EU-candidate",38,NA,4,4
"626","Albania","EU-candidate",50,NA,4,4
"627","Albania","EU-candidate",35,80000,3,4
"628","Albania","EU-candidate",31,90000,4,4
"629","Albania","EU-candidate",50,100000,4,4
"630","Albania","EU-candidate",37,42000,2,4
"631","Albania","EU-candidate",36,120000,4,5
"632","Albania","EU-candidate",40,65000,4,4
"633","Albania","EU-candidate",29,90000,4,4
"634","Albania","EU-candidate",30,70000,4,4
"635","Albania","EU-candidate",69,48000,4,4
"636","Albania","EU-candidate",37,85000,4,4
"637","Albania","EU-candidate",28,90000,4,4
"638","Albania","EU-candidate",50,42000,3,2
"639","Albania","EU-candidate",57,90000,4,5
"640","Albania","EU-candidate",55,NA,4,4
"641","Albania","EU-candidate",43,NA,4,4
"642","Albania","EU-candidate",74,15000,1,2
"643","Albania","EU-candidate",47,NA,4,4
"644","Albania","EU-candidate",27,40000,4,2
"645","Albania","EU-candidate",40,NA,4,3
"646","Albania","EU-candidate",40,NA,4,4
"647","Albania","EU-candidate",52,38000,2,4
"648","Albania","EU-candidate",56,35000,4,4
"649","Albania","EU-candidate",28,NA,3,4
"650","Albania","EU-candidate",51,40000,3,4
"651","Albania","EU-candidate",74,50000,2,4
"652","Albania","EU-candidate",40,40000,3,3
"653","Albania","EU-candidate",72,15000,1,2
"654","Albania","EU-candidate",69,30000,2,3
"655","Albania","EU-candidate",45,50000,2,3
"656","Albania","EU-candidate",48,60000,3,4
"657","Albania","EU-candidate",70,70000,2,4
"658","Albania","EU-candidate",46,NA,3,2
"659","Albania","EU-candidate",27,60000,3,4
"660","Albania","EU-candidate",58,60000,3,3
"661","Albania","EU-candidate",65,60000,NA,4
"662","Albania","EU-candidate",60,NA,3,4
"663","Albania","EU-candidate",50,26000,NA,2
"664","Albania","EU-candidate",57,45000,3,4
"665","Albania","EU-candidate",70,80000,3,4
"666","Albania","EU-candidate",20,26000,NA,2
"667","Albania","EU-candidate",48,100000,NA,4
"668","Albania","EU-candidate",65,50000,NA,4
"669","Albania","EU-candidate",60,45000,NA,4
"670","Albania","EU-candidate",65,30000,NA,3
"671","Albania","EU-candidate",65,220000,NA,4
"672","Albania","EU-candidate",40,200000,3,4
"673","Albania","EU-candidate",35,45000,3,2
"674","Albania","EU-candidate",25,140000,NA,4
"675","Albania","EU-candidate",62,50000,NA,4
"676","Albania","EU-candidate",23,200000,3,4
"677","Albania","EU-candidate",65,200000,3,4
"678","Albania","EU-candidate",49,138500,3,4
"679","Albania","EU-candidate",40,NA,3,4
"680","Albania","EU-candidate",53,NA,3,4
"681","Albania","EU-candidate",65,NA,3,2
"682","Albania","EU-candidate",64,NA,3,3
"683","Albania","EU-candidate",65,40000,3,4
"684","Albania","EU-candidate",60,NA,3,4
"685","Albania","EU-candidate",65,70000,3,3
"686","Albania","EU-candidate",70,70000,3,3
"687","Albania","EU-candidate",47,NA,1,4
"688","Albania","EU-candidate",42,NA,3,4
"689","Albania","EU-candidate",37,NA,3,4
"690","Albania","EU-candidate",60,NA,NA,4
"691","Albania","EU-candidate",65,80000,3,4
"692","Albania","EU-candidate",40,NA,NA,3
"693","Albania","EU-candidate",66,35000,NA,4
"694","Albania","EU-candidate",59,100000,NA,4
"695","Albania","EU-candidate",60,30000,NA,4
"696","Albania","EU-candidate",23,60000,NA,3
"697","Albania","EU-candidate",70,60000,NA,4
"698","Albania","EU-candidate",40,40000,NA,4
"699","Albania","EU-candidate",49,NA,3,3
"700","Albania","EU-candidate",65,40000,3,4
"701","Albania","EU-candidate",48,68000,4,3
"702","Albania","EU-candidate",19,69000,4,1
"703","Albania","EU-candidate",82,38000,3,3
"704","Albania","EU-candidate",29,NA,3,NA
"705","Albania","EU-candidate",29,90000,4,4
"706","Albania","EU-candidate",39,28000,3,3
"707","Albania","EU-candidate",18,150000,4,4
"708","Albania","EU-candidate",33,NA,4,3
"709","Albania","EU-candidate",26,120000,4,4
"710","Albania","EU-candidate",27,96000,4,4
"711","Albania","EU-candidate",65,78000,4,4
"712","Albania","EU-candidate",76,21800,4,3
"713","Albania","EU-candidate",27,96000,5,3
"714","Albania","EU-candidate",76,NA,NA,4
"715","Albania","EU-candidate",33,36000,4,3
"716","Albania","EU-candidate",29,63000,4,2
"717","Albania","EU-candidate",29,110000,4,3
"718","Albania","EU-candidate",60,NA,3,3
"719","Albania","EU-candidate",26,82000,4,3
"720","Albania","EU-candidate",70,24300,4,3
"721","Albania","EU-candidate",29,160000,2,3
"722","Albania","EU-candidate",25,78000,5,3
"723","Albania","EU-candidate",29,120000,5,3
"724","Albania","EU-candidate",45,96000,3,3
"725","Albania","EU-candidate",33,89000,4,2
"726","Albania","EU-candidate",35,36000,4,3
"727","Albania","EU-candidate",25,250000,5,3
"728","Albania","EU-candidate",40,88000,4,4
"729","Albania","EU-candidate",69,78000,4,2
"730","Albania","EU-candidate",29,98000,3,3
"731","Albania","EU-candidate",30,160000,4,3
"732","Albania","EU-candidate",48,NA,4,3
"733","Albania","EU-candidate",65,48000,4,3
"734","Albania","EU-candidate",53,NA,4,4
"735","Albania","EU-candidate",63,40000,3,3
"736","Albania","EU-candidate",66,9000,5,4
"737","Albania","EU-candidate",31,54000,4,3
"738","Albania","EU-candidate",45,NA,NA,3
"739","Albania","EU-candidate",63,96000,4,3
"740","Albania","EU-candidate",22,NA,3,3
"741","Albania","EU-candidate",70,38000,4,3
"742","Albania","EU-candidate",44,60000,4,4
"743","Albania","EU-candidate",48,50000,3,4
"744","Albania","EU-candidate",40,40000,2,4
"745","Albania","EU-candidate",47,60000,4,4
"746","Albania","EU-candidate",67,35000,2,3
"747","Albania","EU-candidate",70,18000,2,2
"748","Albania","EU-candidate",47,50000,3,4
"749","Albania","EU-candidate",75,30000,4,4
"750","Albania","EU-candidate",50,NA,4,4
"751","Albania","EU-candidate",69,35000,3,4
"752","Albania","EU-candidate",51,60000,4,4
"753","Albania","EU-candidate",65,29000,2,2
"754","Albania","EU-candidate",67,50000,3,4
"755","Albania","EU-candidate",70,30000,3,2
"756","Albania","EU-candidate",60,NA,2,4
"757","Albania","EU-candidate",28,5000,3,4
"758","Albania","EU-candidate",44,70000,3,4
"759","Albania","EU-candidate",50,NA,2,4
"760","Albania","EU-candidate",75,NA,3,4
"761","Albania","EU-candidate",25,60000,4,4
"762","Albania","EU-candidate",48,90000,4,3
"763","Albania","EU-candidate",45,95000,3,4
"764","Albania","EU-candidate",35,65000,3,4
"765","Albania","EU-candidate",40,75000,3,2
"766","Albania","EU-candidate",27,60000,2,3
"767","Albania","EU-candidate",28,70000,3,3
"768","Albania","EU-candidate",41,50000,2,3
"769","Albania","EU-candidate",76,18000,4,4
"770","Albania","EU-candidate",24,28000,4,4
"771","Albania","EU-candidate",31,50000,3,3
"772","Albania","EU-candidate",48,80000,2,4
"773","Albania","EU-candidate",50,45000,3,4
"774","Albania","EU-candidate",70,20000,3,2
"775","Albania","EU-candidate",57,60000,4,4
"776","Albania","EU-candidate",35,30000,5,4
"777","Albania","EU-candidate",42,50000,4,4
"778","Albania","EU-candidate",28,50000,3,4
"779","Albania","EU-candidate",72,50000,3,5
"780","Albania","EU-candidate",52,75000,4,3
"781","Albania","EU-candidate",25,1000000,2,5
"782","Albania","EU-candidate",50,1000000,3,4
"783","Albania","EU-candidate",60,NA,NA,3
"784","Albania","EU-candidate",25,NA,1,4
"785","Albania","EU-candidate",70,1000000,4,5
"786","Albania","EU-candidate",30,50000,5,4
"787","Albania","EU-candidate",60,1000000,5,4
"788","Albania","EU-candidate",61,2000000,4,3
"789","Albania","EU-candidate",68,60000,1,3
"790","Albania","EU-candidate",60,2000000,4,4
"791","Albania","EU-candidate",26,1000000,4,3
"792","Albania","EU-candidate",30,20000,3,4
"793","Albania","EU-candidate",60,2000000,4,3
"794","Albania","EU-candidate",59,1000000,4,2
"795","Albania","EU-candidate",35,1000000,5,3
"796","Albania","EU-candidate",20,1000000,4,4
"797","Albania","EU-candidate",25,1000000,4,2
"798","Albania","EU-candidate",30,1000000,4,3
"799","Albania","EU-candidate",50,70000,5,3
"800","Albania","EU-candidate",79,60000,1,4
"801","Albania","EU-candidate",45,NA,1,3
"802","Albania","EU-candidate",45,NA,1,3
"803","Albania","EU-candidate",35,NA,1,3
"804","Albania","EU-candidate",67,NA,1,NA
"805","Albania","EU-candidate",40,NA,1,3
"806","Albania","EU-candidate",67,NA,1,NA
"807","Albania","EU-candidate",38,NA,1,3
"808","Albania","EU-candidate",30,NA,1,3
"809","Albania","EU-candidate",50,NA,1,NA
"810","Albania","EU-candidate",29,NA,4,1
"811","Albania","EU-candidate",43,NA,1,3
"812","Albania","EU-candidate",43,NA,1,NA
"813","Albania","EU-candidate",46,NA,1,3
"814","Albania","EU-candidate",55,NA,1,3
"815","Albania","EU-candidate",33,NA,1,3
"816","Albania","EU-candidate",57,NA,1,3
"817","Albania","EU-candidate",60,NA,1,3
"818","Albania","EU-candidate",30,NA,1,3
"819","Albania","EU-candidate",41,NA,1,3
"820","Albania","EU-candidate",54,NA,1,3
"821","Albania","EU-candidate",42,NA,4,1
"822","Albania","EU-candidate",31,NA,4,1
"823","Albania","EU-candidate",26,NA,4,1
"824","Albania","EU-candidate",31,NA,4,1
"825","Albania","EU-candidate",35,NA,4,1
"826","Albania","EU-candidate",40,NA,4,1
"827","Albania","EU-candidate",67,45000,4,2
"828","Albania","EU-candidate",28,NA,3,2
"829","Albania","EU-candidate",50,NA,4,2
"830","Albania","EU-candidate",61,60000,4,1
"831","Albania","EU-candidate",84,100000,4,2
"832","Albania","EU-candidate",48,NA,4,2
"833","Albania","EU-candidate",64,NA,4,1
"834","Albania","EU-candidate",35,NA,4,3
"835","Albania","EU-candidate",40,NA,4,2
"836","Albania","EU-candidate",67,NA,4,NA
"837","Albania","EU-candidate",38,NA,4,1
"838","Albania","EU-candidate",72,32000,4,2
"839","Albania","EU-candidate",40,NA,3,1
"840","Albania","EU-candidate",72,NA,3,1
"841","Albania","EU-candidate",35,1000000,NA,3
"842","Albania","EU-candidate",25,2000000,4,NA
"843","Albania","EU-candidate",60,70000,NA,NA
"844","Albania","EU-candidate",37,50000,4,4
"845","Albania","EU-candidate",30,NA,NA,4
"846","Albania","EU-candidate",24,1000000,4,4
"847","Albania","EU-candidate",40,1000000,4,2
"848","Albania","EU-candidate",30,40000,5,4
"849","Albania","EU-candidate",47,NA,4,3
"850","Albania","EU-candidate",26,30000,NA,3
"851","Albania","EU-candidate",40,NA,NA,4
"852","Albania","EU-candidate",28,4000000,NA,4
"853","Albania","EU-candidate",50,NA,NA,5
"854","Albania","EU-candidate",24,NA,NA,4
"855","Albania","EU-candidate",38,NA,4,2
"856","Albania","EU-candidate",32,NA,4,3
"857","Albania","EU-candidate",30,90000,3,2
"858","Albania","EU-candidate",40,NA,NA,4
"859","Albania","EU-candidate",72,20000,1,5
"860","Albania","EU-candidate",35,50000,4,4
"861","Albania","EU-candidate",50,NA,1,NA
"862","Albania","EU-candidate",28,NA,1,3
"863","Albania","EU-candidate",65,NA,1,NA
"864","Albania","EU-candidate",64,NA,1,3
"865","Albania","EU-candidate",48,NA,1,NA
"866","Albania","EU-candidate",28,NA,1,3
"867","Albania","EU-candidate",26,NA,5,2
"868","Albania","EU-candidate",63,NA,5,4
"869","Albania","EU-candidate",70,NA,5,2
"870","Albania","EU-candidate",51,NA,1,NA
"871","Albania","EU-candidate",28,NA,1,2
"872","Albania","EU-candidate",47,NA,1,2
"873","Albania","EU-candidate",54,NA,4,3
"874","Albania","EU-candidate",24,NA,1,2
"875","Albania","EU-candidate",54,NA,4,4
"876","Albania","EU-candidate",38,NA,1,NA
"877","Albania","EU-candidate",54,NA,1,NA
"878","Albania","EU-candidate",31,NA,1,NA
"879","Albania","EU-candidate",70,NA,1,NA
"880","Albania","EU-candidate",41,NA,1,2
"881","Albania","EU-candidate",75,NA,4,3
"882","Albania","EU-candidate",20,NA,1,1
"883","Albania","EU-candidate",58,70000,4,2
"884","Albania","EU-candidate",62,NA,3,3
"885","Albania","EU-candidate",61,NA,4,2
"886","Albania","EU-candidate",42,NA,4,3
"887","Albania","EU-candidate",46,NA,4,2
"888","Albania","EU-candidate",57,NA,4,2
"889","Albania","EU-candidate",32,NA,2,1
"890","Albania","EU-candidate",52,NA,4,1
"891","Albania","EU-candidate",28,NA,2,1
"892","Albania","EU-candidate",28,NA,2,1
"893","Albania","EU-candidate",72,NA,2,2
"894","Albania","EU-candidate",47,NA,2,3
"895","Albania","EU-candidate",73,50000,4,3
"896","Albania","EU-candidate",54,NA,3,1
"897","Albania","EU-candidate",68,NA,4,1
"898","Albania","EU-candidate",59,NA,4,3
"899","Albania","EU-candidate",40,NA,4,2
"900","Albania","EU-candidate",59,NA,3,3
"901","Albania","EU-candidate",48,NA,3,3
"902","Albania","EU-candidate",39,12500,3,2
"903","Albania","EU-candidate",58,NA,3,2
"904","Albania","EU-candidate",18,NA,1,3
"905","Albania","EU-candidate",43,99000,3,3
"906","Albania","EU-candidate",38,25000,3,3
"907","Albania","EU-candidate",38,78520,1,3
"908","Albania","EU-candidate",45,750000,1,3
"909","Albania","EU-candidate",46,60000,1,4
"910","Albania","EU-candidate",45,965000,2,4
"911","Albania","EU-candidate",42,170000,1,3
"912","Albania","EU-candidate",25,NA,3,4
"913","Albania","EU-candidate",28,NA,3,2
"914","Albania","EU-candidate",30,NA,3,2
"915","Albania","EU-candidate",50,96000,4,2
"916","Albania","EU-candidate",31,60000,4,4
"917","Albania","EU-candidate",36,75000,4,3
"918","Albania","EU-candidate",28,50000,3,4
"919","Albania","EU-candidate",26,NA,2,4
"920","Albania","EU-candidate",37,85000,2,4
"921","Albania","EU-candidate",18,50000,3,4
"922","Albania","EU-candidate",19,90000,2,4
"923","Albania","EU-candidate",50,40000,3,4
"924","Albania","EU-candidate",23,80000,3,4
"925","Albania","EU-candidate",86,70000,3,3
"926","Albania","EU-candidate",26,90000,3,3
"927","Albania","EU-candidate",29,60000,3,3
"928","Albania","EU-candidate",59,80000,3,2
"929","Albania","EU-candidate",46,60000,3,4
"930","Albania","EU-candidate",20,20000,4,4
"931","Albania","EU-candidate",26,60000,3,3
"932","Albania","EU-candidate",68,30000,3,3
"933","Albania","EU-candidate",59,NA,3,2
"934","Albania","EU-candidate",31,90000,3,2
"935","Albania","EU-candidate",18,50000,3,3
"936","Albania","EU-candidate",56,30000,3,3
"937","Albania","EU-candidate",18,60000,3,4
"938","Albania","EU-candidate",50,60000,2,3
"939","Albania","EU-candidate",31,60000,2,3
"940","Albania","EU-candidate",50,60000,3,NA
"941","Albania","EU-candidate",38,90000,5,3
"942","Albania","EU-candidate",37,NA,3,5
"943","Albania","EU-candidate",20,150000,3,NA
"944","Albania","EU-candidate",30,800000,3,3
"945","Albania","EU-candidate",64,40000,3,4
"946","Albania","EU-candidate",44,26000,2,4
"947","Albania","EU-candidate",61,5000,NA,NA
"948","Albania","EU-candidate",28,60000,2,3
"949","Albania","EU-candidate",50,90000,1,5
"950","Albania","EU-candidate",35,150000,1,4
"951","Albania","EU-candidate",65,32000,1,2
"952","Albania","EU-candidate",26,NA,3,3
"953","Albania","EU-candidate",62,70000,3,4
"954","Albania","EU-candidate",40,30000,3,3
"955","Albania","EU-candidate",42,50000,3,4
"956","Albania","EU-candidate",50,80000,3,4
"957","Albania","EU-candidate",55,85000,3,4
"958","Albania","EU-candidate",27,75000,4,3
"959","Albania","EU-candidate",65,50000,2,3
"960","Albania","EU-candidate",29,95000,3,4
"961","Albania","EU-candidate",68,31000,4,2
"962","Albania","EU-candidate",30,75000,5,3
"963","Albania","EU-candidate",48,50000,4,2
"964","Albania","EU-candidate",50,140000,2,3
"965","Albania","EU-candidate",70,33000,4,3
"966","Albania","EU-candidate",57,20000,3,1
"967","Albania","EU-candidate",64,42000,3,2
"968","Albania","EU-candidate",60,180000,4,1
"969","Albania","EU-candidate",34,107000,4,4
"970","Albania","EU-candidate",22,88000,3,2
"971","Albania","EU-candidate",28,80000,3,3
"972","Albania","EU-candidate",52,110000,4,1
"973","Albania","EU-candidate",65,110000,2,3
"974","Albania","EU-candidate",72,34000,4,3
"975","Albania","EU-candidate",56,160000,4,4
"976","Albania","EU-candidate",46,53000,3,1
"977","Albania","EU-candidate",81,39000,3,3
"978","Albania","EU-candidate",72,38000,4,2
"979","Albania","EU-candidate",50,60000,3,2
"980","Albania","EU-candidate",50,16000,4,1
"981","Albania","EU-candidate",76,145000,3,4
"982","Albania","EU-candidate",60,55000,3,3
"983","Albania","EU-candidate",59,135000,4,2
"984","Albania","EU-candidate",84,27000,3,3
"985","Albania","EU-candidate",81,41000,3,3
"986","Albania","EU-candidate",77,120000,2,2
"987","Albania","EU-candidate",76,41000,2,3
"988","Albania","EU-candidate",25,39000,NA,2
"989","Albania","EU-candidate",49,90000,4,3
"990","Albania","EU-candidate",68,55000,2,2
"991","Albania","EU-candidate",25,NA,4,5
"992","Albania","EU-candidate",59,125000,4,4
"993","Albania","EU-candidate",73,36000,2,4
"994","Albania","EU-candidate",28,NA,4,4
"995","Albania","EU-candidate",60,95000,3,5
"996","Albania","EU-candidate",53,97000,2,2
"997","Albania","EU-candidate",53,130000,2,2
"998","Albania","EU-candidate",78,60000,3,4
"999","Albania","EU-candidate",49,NA,2,4
"1000","Albania","EU-candidate",63,47000,4,3
"1001","Albania","EU-candidate",35,63000,3,2
"1002","Albania","EU-candidate",40,55000,3,4
"1003","Albania","EU-candidate",19,50000,3,3
"1004","Albania","EU-candidate",56,38000,3,3
"1005","Albania","EU-candidate",68,39000,4,4
"1006","Albania","EU-candidate",40,26000,5,2
"1007","Albania","EU-candidate",47,38000,3,2
"1008","Albania","EU-candidate",19,47000,NA,2
"1009","Albania","EU-candidate",42,NA,4,2
"1010","Albania","EU-candidate",80,52000,3,2
"1011","Albania","EU-candidate",43,61000,3,1
"1012","Albania","EU-candidate",40,38000,4,1
"1013","Albania","EU-candidate",27,17000,4,1
"1014","Albania","EU-candidate",42,40000,3,3
"1015","Albania","EU-candidate",22,23000,3,2
"1016","Albania","EU-candidate",50,31000,2,2
"1017","Albania","EU-candidate",46,50000,4,1
"1018","Albania","EU-candidate",52,28000,3,3
"1019","Albania","EU-candidate",48,30000,NA,1
"1020","Albania","EU-candidate",42,43000,4,1
"1021","Albania","EU-candidate",40,NA,4,1
"1022","Albania","EU-candidate",58,48000,4,3
"1023","Albania","EU-candidate",30,49000,3,2
"1024","Albania","EU-candidate",40,58000,4,4
"1025","Albania","EU-candidate",50,48000,4,1
"1026","Albania","EU-candidate",60,48000,4,2
"1027","Albania","EU-candidate",45,37000,4,1
"1028","Albania","EU-candidate",45,58000,4,2
"1029","Albania","EU-candidate",60,28000,3,3
"1030","Albania","EU-candidate",50,52000,3,1
"1031","Albania","EU-candidate",25,62000,4,1
"1032","Albania","EU-candidate",49,52000,4,2
"1033","Albania","EU-candidate",57,103000,4,2
"1034","Albania","EU-candidate",35,NA,4,2
"1035","Albania","EU-candidate",52,62000,4,1
"1036","Albania","EU-candidate",39,60000,3,3
"1037","Albania","EU-candidate",55,32000,3,2
"1038","Albania","EU-candidate",69,230,4,1
"1039","Albania","EU-candidate",48,58000,4,1
"1040","Albania","EU-candidate",21,49000,4,1
"1041","Albania","EU-candidate",24,40000,3,1
